make_model,price,body_type,warranty,mileage,gearbox,fuel_type,colour,seats,engine_size,gears,co2_emissions,drivetrain,non_smoker,emission_sticker,upholstery,power_kW,fuel_consumption_comb,age,safety_security_package,comfort_convenience_package,ent_media_package
SEAT Leon,16500.0, Coupe,Yes,137665.0,Automatic,Diesel,Black,5.0,1968.0,6.0,120.0,Front,No,Green,Part leather,135.0,4.6,5.0,Advanced,Advanced,Advanced
SEAT Leon,17790.0, Station wagon,Yes,111377.0,Automatic,Benzine,White,5.0,1798.0,7.0,134.0,Front,Yes,No sticker,Other,132.0,5.8,5.0,Advanced,Advanced,Advanced
SEAT Leon,9990.0, Station wagon,No,249000.0,Manual,Diesel,Silver,5.0,1968.0,6.0,112.0,Front,Yes,Green,Full leather,110.0,4.2,5.0,Enhanced,Advanced,Advanced
SEAT Leon,22850.0, Station wagon,Yes,99330.0,Automatic,Benzine,Grey,5.0,1984.0,6.0,164.0,4WD,Yes,Green,Cloth,221.0,7.2,5.0,Advanced,Advanced,Advanced
SEAT Leon,24117.0, Station wagon,Yes,53936.0,Automatic,Benzine,Black,5.0,1984.0,6.0,160.0,Front,No,Red,Full leather,221.0,6.8,5.0,Enhanced,Advanced,Enhanced
SEAT Leon,24870.0, Station wagon,No,79514.0,Automatic,Benzine,Black,5.0,1984.0,6.0,164.0,4WD,Yes,Green,Cloth,221.0,7.2,5.0,Advanced,Advanced,Advanced
SEAT Leon,17390.0, Station wagon,Yes,108180.0,Automatic,Diesel,Grey,5.0,1968.0,6.0,124.0,Front,No,Green,alcantara,110.0,4.2,5.0,Enhanced,Advanced,Enhanced
SEAT Leon,13999.0, Station wagon,No,66216.0,Manual,Diesel,Silver,5.0,1598.0,5.0,108.0,Front,Yes,Green,Cloth,85.0,4.1,5.0,Advanced,Advanced,Advanced
SEAT Leon,21950.0, Station wagon,Yes,86588.0,Automatic,Diesel,White,5.0,1968.0,6.0,108.0,Front,No,Green,Full leather,135.0,4.8,5.0,Advanced,Advanced,Advanced
SEAT Leon,26950.0, Station wagon,Yes,65700.0,Automatic,Benzine,Grey,5.0,1984.0,6.0,164.0,4WD,Yes,Green,Cloth,221.0,7.2,5.0,Advanced,Advanced,Advanced
SEAT Leon,19995.0, Station wagon,No,99242.0,Automatic,Benzine,White,5.0,1798.0,7.0,134.0,Front,No,Green,Cloth,132.0,5.8,5.0,Advanced,Advanced,Advanced
SEAT Leon,15990.0, Station wagon,No,95000.0,Automatic,Diesel,Grey,5.0,1968.0,6.0,0.0,Front,Yes,Green,Cloth,110.0,4.2,5.0,Advanced,Advanced,Advanced
SEAT Leon,23485.0, Station wagon,Yes,91860.0,Manual,Benzine,White,5.0,1984.0,6.0,161.0,Front,Yes,No sticker,Cloth,221.0,7.449999999999999,5.0,Advanced,Advanced,Advanced
SEAT Leon,24117.0, Station wagon,Yes,53936.0,Automatic,Benzine,Black,5.0,1984.0,6.0,160.0,Front,No,No sticker,Cloth,221.0,6.8,5.0,Enhanced,Advanced,Enhanced
SEAT Leon,17990.0, Station wagon,Yes,126473.0,Automatic,Benzine,Grey,5.0,1395.0,6.0,117.0,Front,No,Green,Cloth,110.0,6.001069518716577,5.0,Advanced,Advanced,Advanced
SEAT Leon,17299.0, Station wagon,Yes,52046.0,Manual,Benzine,Grey,5.0,1798.0,6.0,141.0,Front,No,Green,Cloth,132.0,6.3,5.0,Enhanced,Advanced,Enhanced
SEAT Leon,21480.0, Station wagon,No,76410.0,Automatic,Diesel,Black,5.0,1968.0,6.0,124.0,Front,Yes,Green,Cloth,135.0,4.2,5.0,Advanced,Advanced,Advanced
SEAT Leon,15900.0, Station wagon,No,69000.0,Manual,Benzine,White,5.0,1395.0,6.0,120.0,Front,Yes,Green,Cloth,92.0,5.2,5.0,Advanced,Advanced,Advanced
SEAT Leon,17980.0, Station wagon,No,71612.0,Manual,Benzine,Black,5.0,1395.0,6.0,120.0,Front,No,Green,Full leather,92.0,5.2,5.0,Advanced,Advanced,Advanced
SEAT Leon,16090.0, Station wagon,Yes,124849.0,Automatic,Benzine,Black,5.0,999.0,6.0,102.0,Front,No,Green,Cloth,85.0,6.001069518716577,5.0,Advanced,Advanced,Advanced
SEAT Leon,15790.0, Station wagon,Yes,92209.0,Manual,Benzine,Violet,5.0,999.0,6.0,102.0,Front,No,Green,Cloth,84.0,6.001069518716577,5.0,Enhanced,Advanced,Advanced
SEAT Leon,19825.0, Station wagon,Yes,120827.0,Automatic,Benzine,Violet,5.0,1395.0,6.0,117.0,Front,No,Green,alcantara,110.0,6.001069518716577,5.0,Enhanced,Advanced,Advanced
SEAT Leon,16445.0, Station wagon,No,77263.0,Manual,Benzine,Violet,5.0,999.0,6.0,102.0,Front,No,Green,Cloth,85.0,4.4,5.0,Advanced,Advanced,Advanced
SEAT Leon,10200.0, Station wagon,Yes,163000.0,Manual,Diesel,White,5.0,1598.0,5.0,111.0,Front,No,Green,Cloth,85.0,4.2,5.0,Enhanced,Basic,Enhanced
SEAT Leon,25890.0, Station wagon,Yes,63164.0,Automatic,Benzine,Grey,5.0,1984.0,6.0,164.0,4WD,Yes,Green,alcantara,221.0,7.2,5.0,Advanced,Advanced,Advanced
SEAT Leon,22990.0, Station wagon,Yes,122100.0,Automatic,Benzine,Red,5.0,2000.0,6.0,170.0,Front,No,Green,Cloth,221.0,6.8,5.0,Enhanced,Advanced,Enhanced
SEAT Leon,16760.0, Sedan,Yes,91624.0,Manual,Diesel,Black,5.0,1968.0,6.0,124.0,Front,Yes,Green,Cloth,110.0,5.5,5.0,Advanced,Advanced,Advanced
SEAT Leon,26490.0, Sedan,No,51556.0,Automatic,Benzine,Grey,5.0,1984.0,6.0,163.0,Front,Yes,Green,Full leather,221.0,6.8,5.0,Advanced,Advanced,Advanced
SEAT Leon,15790.0, Sedan,Yes,69662.0,Manual,Benzine,Violet,5.0,1395.0,6.0,114.0,Front,Yes,Green,Cloth,110.0,4.8,5.0,Advanced,Advanced,Advanced
SEAT Leon,20900.0, Sedan,Yes,63622.0,Automatic,Benzine,White,5.0,1798.0,6.0,0.0,Front,Yes,Green,Cloth,132.0,5.280165289256199,5.0,Advanced,Advanced,Advanced
SEAT Leon,16650.0, Sedan,Yes,66700.0,Manual,Benzine,Blue,5.0,1395.0,6.0,113.0,Front,Yes,Green,Cloth,110.0,4.8,5.0,Advanced,Advanced,Advanced
SEAT Leon,19740.0, Sedan,No,58450.0,Automatic,Benzine,Grey,5.0,1798.0,6.0,134.0,Front,No,Green,Cloth,132.0,5.8,5.0,Advanced,Advanced,Advanced
SEAT Leon,18450.0, Sedan,Yes,88503.0,Automatic,Diesel,Violet,5.0,1968.0,6.0,0.0,Front,Yes,Green,Part leather,110.0,4.5,5.0,Advanced,Advanced,Advanced
SEAT Leon,18470.0, Sedan,No,52631.0,Manual,Benzine,White,5.0,1395.0,6.0,109.0,Front,Yes,Green,Cloth,110.0,4.7,5.0,Advanced,Advanced,Advanced
SEAT Leon,17980.0, Sedan,No,45986.0,Automatic,Benzine,Grey,5.0,1395.0,7.0,115.0,Front,Yes,Green,Cloth,110.0,4.9,5.0,Advanced,Advanced,Advanced
SEAT Leon,16450.0, Sedan,Yes,64719.0,Automatic,Diesel,Blue,5.0,1598.0,6.0,0.0,Front,Yes,Green,Full leather,85.0,4.173684210526315,5.0,Advanced,Advanced,Advanced
SEAT Leon,8500.0, Sedan,No,189000.0,Manual,Diesel,Black,5.0,1598.0,5.0,105.0,Front,Yes,Green,Full leather,85.0,4.199999999999999,5.0,Enhanced,Advanced,Advanced
SEAT Leon,24990.0, Sedan,Yes,56800.0,Automatic,Benzine,White,5.0,1984.0,6.0,156.0,Front,Yes,Green,Cloth,221.0,6.8,5.0,Advanced,Advanced,Advanced
SEAT Leon,16770.0, Sedan,Yes,82500.0,Manual,Diesel,Black,5.0,1968.0,6.0,124.0,Front,Yes,Green,Cloth,135.0,4.173684210526315,5.0,Advanced,Advanced,Advanced
SEAT Leon,17280.0, Sedan,Yes,64452.0,Automatic,Benzine,Grey,5.0,1395.0,6.0,0.0,Front,No,Green,Cloth,110.0,5.280165289256199,5.0,Advanced,Advanced,Advanced
SEAT Leon,18485.0, Sedan,Yes,55246.0,Manual,Benzine,Blue,5.0,1798.0,6.0,142.0,Front,No,Green,Cloth,132.0,6.3,5.0,Advanced,Advanced,Advanced
SEAT Leon,11423.0, Sedan,Yes,116735.0,Manual,LPG,White,5.0,1395.0,6.0,124.0,Front,Yes,No sticker,Cloth,81.0,6.036741558138247,5.0,Advanced,Advanced,Advanced
SEAT Leon,11423.0, Sedan,Yes,116735.0,Manual,LPG,White,5.0,1395.0,6.0,124.0,Front,Yes,Green,Cloth,81.0,6.036741558138247,5.0,Advanced,Advanced,Advanced
SEAT Leon,11423.0, Sedan,Yes,116735.0,Manual,LPG,White,5.0,1395.0,6.0,124.0,Front,Yes,Green,Cloth,81.0,6.036741558138247,5.0,Advanced,Advanced,Advanced
SEAT Mii,12200.0, Compact,No,9100.0,Automatic,Benzine,Yellow,4.0,999.0,5.0,104.0,Front,Yes,No sticker,Full leather,55.0,4.4,5.0,Advanced,Advanced,Advanced
SEAT Mii,10590.0, Compact,Yes,26300.0,Automatic,Benzine,Blue,4.0,999.0,5.0,101.0,Front,Yes,Green,Cloth,44.0,4.3,5.0,Enhanced,Advanced,Advanced
SEAT Toledo,12990.0, Sedan,Yes,82122.0,Manual,Diesel,Blue,5.0,1598.0,5.0,111.0,Front,No,Green,Part leather,85.0,4.4,5.0,Enhanced,Advanced,Enhanced
Skoda Citigo,10900.0, Compact,Yes,52698.0,Automatic,Benzine,White,4.0,999.0,5.0,96.0,Front,No,Green,Cloth,55.0,4.1,5.0,Enhanced,Advanced,Advanced
Skoda Citigo,8925.0, Compact,Yes,63416.0,Manual,Benzine,White,5.0,999.0,5.0,96.0,Front,No,Green,Cloth,44.0,4.1,5.0,Enhanced,Enhanced,Advanced
Skoda Citigo,9290.0, Compact,No,92271.0,Manual,Benzine,Blue,4.0,999.0,5.0,101.0,Front,Yes,Green,Cloth,55.0,4.4,5.0,Advanced,Advanced,Advanced
Skoda Citigo,10580.0, Sedan,Yes,31000.0,Manual,Benzine,Green,4.0,999.0,5.0,101.0,Front,Yes,No sticker,Cloth,55.0,4.4,5.0,Advanced,Advanced,Advanced
Skoda Fabia,13990.0, Compact,No,55028.0,Manual,Diesel,Black,5.0,1422.0,5.0,100.0,Front,No,Red,Full leather,66.0,5.363296118968507,5.0,Advanced,Advanced,Advanced
Skoda Fabia,11660.0, Compact,No,73682.0,Manual,Benzine,Blue,5.0,1197.0,5.0,123.0,Front,Yes,Green,Cloth,66.0,4.6,5.0,Enhanced,Enhanced,Advanced
Skoda Fabia,12990.0, Compact,Yes,43856.0,Manual,Benzine,White,5.0,999.0,5.0,101.0,Front,No,Green,Cloth,70.0,4.4,5.0,Advanced,Advanced,Advanced
Skoda Fabia,11990.0, Compact,No,45700.0,Manual,Benzine,Silver,5.0,999.0,5.0,108.0,Front,No,Green,Full leather,55.0,4.8,5.0,Advanced,Advanced,Advanced
Skoda Fabia,14390.0, Compact,No,38700.0,Manual,Benzine,Red,5.0,1197.0,5.0,107.0,Front,No,Green,Cloth,66.0,4.7,5.0,Advanced,Enhanced,Advanced
Skoda Fabia,11450.0, Compact,Yes,48705.0,Manual,Benzine,White,5.0,999.0,5.0,106.0,Front,Yes,No sticker,Cloth,44.0,4.8,5.0,Advanced,Enhanced,Advanced
Skoda Fabia,8590.0, Compact,Yes,88131.0,Manual,Benzine,Brown,5.0,1197.0,5.0,105.0,Front,Yes,No sticker,Cloth,66.0,4.6,5.0,Advanced,Advanced,Advanced
Skoda Fabia,10940.0, Compact,No,72539.0,Manual,Benzine,Grey,5.0,1197.0,5.0,105.0,Front,No,Green,Part leather,66.0,4.6,5.0,Advanced,Enhanced,Advanced
Skoda Fabia,11490.0, Compact,No,30549.0,Manual,Diesel,White,5.0,1400.0,5.0,94.0,Front,No,Green,Part leather,66.0,5.363296118968507,5.0,Enhanced,Basic,Advanced
Skoda Fabia,9490.0, Compact,No,26863.0,Manual,Benzine,White,5.0,1000.0,5.0,111.0,Front,No,Green,Cloth,44.0,4.7,5.0,Enhanced,Basic,Advanced
Skoda Fabia,9290.0, Compact,No,31072.0,Manual,Benzine,White,5.0,1000.0,5.0,110.0,Front,No,Green,Cloth,44.0,4.9,5.0,Advanced,Basic,Advanced
Skoda Fabia,12999.0, Compact,No,57394.0,Manual,Benzine,White,5.0,999.0,5.0,101.0,Front,No,Green,Cloth,70.0,4.4,5.0,Enhanced,Enhanced,Advanced
Skoda Fabia,12480.0, Compact,No,26100.0,Manual,Benzine,Red,5.0,999.0,5.0,0.0,Front,No,Green,Part leather,44.0,4.784583333333333,5.0,Advanced,Advanced,Advanced
Skoda Fabia,8945.0, Compact,Yes,55831.0,Manual,Benzine,Black,5.0,999.0,5.0,106.0,Front,Yes,Green,Cloth,44.0,4.7,5.0,Advanced,Basic,Advanced
Skoda Fabia,9290.0, Compact,No,35000.0,Manual,Benzine,Black,5.0,999.0,5.0,110.0,Front,No,Green,Cloth,44.0,4.6,5.0,Enhanced,Basic,Advanced
Skoda Fabia,13551.0, Compact,Yes,9662.0,Automatic,Diesel,Silver,5.0,1422.0,7.0,95.0,Front,No,Green,Cloth,66.0,5.363296118968507,5.0,Advanced,Enhanced,Enhanced
Skoda Fabia,13551.0, Compact,Yes,9662.0,Automatic,Diesel,Silver,5.0,1422.0,7.0,95.0,Front,No,Green,Cloth,66.0,5.363296118968507,5.0,Advanced,Enhanced,Enhanced
Skoda Fabia,9590.0, Compact,Yes,165787.0,Manual,Diesel,Black,5.0,999.0,5.0,110.0,Front,No,Green,Cloth,66.0,5.363296118968507,5.0,Enhanced,Basic,Enhanced
Skoda Fabia,13551.0, Compact,Yes,9662.0,Automatic,Diesel,Silver,5.0,1422.0,7.0,95.0,Front,No,Green,Cloth,66.0,5.363296118968507,5.0,Advanced,Enhanced,Enhanced
Skoda Fabia,12590.0, Compact,No,35650.0,Manual,Benzine,Beige,5.0,999.0,5.0,0.0,Front,Yes,No sticker,Cloth,44.0,4.784583333333333,5.0,Advanced,Advanced,Advanced
Skoda Fabia,13490.0, Compact,Yes,57780.0,Manual,Benzine,Blue,5.0,1197.0,5.0,116.0,Front,No,Green,Cloth,66.0,4.7,5.0,Advanced,Enhanced,Enhanced
Skoda Fabia,13200.0, Compact,Yes,31070.0,Manual,Benzine,White,5.0,1197.0,6.0,116.0,Front,No,Green,Cloth,81.0,4.8,5.0,Advanced,Enhanced,Enhanced
Skoda Fabia,12490.0, Station wagon,Yes,86734.0,Manual,Benzine,Blue,5.0,1197.0,5.0,107.0,Front,Yes,Green,Cloth,66.0,4.7,5.0,Advanced,Advanced,Advanced
Skoda Fabia,9990.0, Station wagon,Yes,117100.0,Manual,Benzine,White,5.0,1197.0,5.0,107.0,Front,Yes,Green,Part leather,66.0,4.7,5.0,Advanced,Advanced,Enhanced
Skoda Fabia,12760.0, Sedan,No,70488.0,Manual,Benzine,Grey,5.0,999.0,5.0,101.0,Front,Yes,No sticker,Full leather,70.0,4.4,5.0,Advanced,Advanced,Enhanced
Skoda Fabia,11790.0, Sedan,Yes,57550.0,Manual,Benzine,White,5.0,1197.0,6.0,108.0,Front,Yes,Green,Cloth,81.0,4.7,5.0,Advanced,Advanced,Advanced
Skoda Fabia,14700.0, Sedan,Yes,44000.0,Automatic,Benzine,Grey,5.0,999.0,7.0,106.0,Front,Yes,Green,Cloth,81.0,4.6,5.0,Advanced,Advanced,Advanced
Skoda Fabia,16950.0, Sedan,Yes,43100.0,Automatic,Benzine,Silver,5.0,999.0,5.0,106.0,Front,Yes,Green,Cloth,81.0,4.6,5.0,Advanced,Advanced,Advanced
Skoda Karoq,23890.0, Off-Road/Pick-up,No,77420.0,Automatic,Benzine,Brown,5.0,1498.0,7.0,125.0,Front,Yes,Green,Part leather,110.0,5.5,5.0,Advanced,Advanced,Advanced
Skoda Karoq,21520.0, Off-Road/Pick-up,No,94677.0,Automatic,Benzine,Grey,5.0,1498.0,7.0,125.0,Front,Yes,Green,Cloth,110.0,5.5,5.0,Advanced,Advanced,Advanced
Skoda Kodiaq,26900.0, Off-Road/Pick-up,Yes,101054.0,Automatic,Diesel,Black,5.0,1968.0,7.0,131.0,4WD,Yes,Green,Cloth,110.0,5.199999999999999,5.0,Enhanced,Advanced,Enhanced
Skoda Kodiaq,22990.0, Off-Road/Pick-up,Yes,117951.0,Manual,Diesel,Black,5.0,1968.0,7.0,141.0,4WD,Yes,Green,Cloth,110.0,5.4,5.0,Advanced,Advanced,Advanced
Skoda Kodiaq,28760.0, Off-Road/Pick-up,Yes,111213.0,Automatic,Diesel,Black,5.0,1968.0,7.0,151.0,4WD,Yes,Green,Cloth,140.0,5.7,5.0,Advanced,Advanced,Advanced
Skoda Kodiaq,28888.0, Off-Road/Pick-up,No,69600.0,Automatic,Benzine,Black,7.0,1984.0,7.0,168.0,4WD,Yes,Green,Part leather,132.0,7.3,5.0,Advanced,Advanced,Advanced
Skoda Kodiaq,30995.0, Off-Road/Pick-up,Yes,43895.0,Automatic,Benzine,Grey,5.0,1984.0,7.0,170.0,4WD,Yes,Green,Cloth,132.0,7.4,5.0,Advanced,Advanced,Advanced
Skoda Kodiaq,24900.0, Off-Road/Pick-up,No,70950.0,Manual,Benzine,Black,5.0,1395.0,6.0,155.0,4WD,Yes,Green,Cloth,110.0,6.9,5.0,Advanced,Advanced,Advanced
Skoda Kodiaq,27999.0, Off-Road/Pick-up,No,92150.0,Automatic,Diesel,Brown,5.0,1968.0,7.0,151.0,4WD,No,Green,Other,140.0,5.7,5.0,Advanced,Advanced,Advanced
Skoda Kodiaq,24970.0, Off-Road/Pick-up,No,118292.0,Automatic,Benzine,Black,5.0,1984.0,7.0,168.0,4WD,Yes,No sticker,Cloth,132.0,7.3,5.0,Advanced,Advanced,Advanced
Skoda Kodiaq,27950.0, Off-Road/Pick-up,No,109232.0,Automatic,Diesel,Black,5.0,1968.0,7.0,129.0,Front,No,Green,Cloth,110.0,4.9,5.0,Advanced,Advanced,Advanced
Skoda Kodiaq,26490.0, Off-Road/Pick-up,Yes,94600.0,Automatic,Diesel,Blue,5.0,1968.0,7.0,149.0,4WD,No,Green,Part leather,110.0,5.7,5.0,Advanced,Advanced,Advanced
Skoda Kodiaq,31490.0, Off-Road/Pick-up,No,37700.0,Automatic,Benzine,Black,5.0,1984.0,7.0,170.0,4WD,No,Green,Full leather,132.0,7.4,5.0,Advanced,Advanced,Advanced
Skoda Kodiaq,28490.0, Off-Road/Pick-up,No,84000.0,Automatic,Diesel,Black,5.0,1968.0,7.0,151.0,4WD,Yes,No sticker,Full leather,140.0,5.7,5.0,Advanced,Advanced,Advanced
Skoda Kodiaq,27900.0, Off-Road/Pick-up,Yes,89854.0,Manual,Diesel,Grey,5.0,1968.0,7.0,0.0,4WD,Yes,Red,Full leather,110.0,5.3,5.0,Advanced,Advanced,Advanced
Skoda Kodiaq,24900.0, Off-Road/Pick-up,No,70950.0,Manual,Benzine,Black,5.0,1395.0,6.0,155.0,4WD,Yes,Red,Full leather,110.0,6.9,5.0,Advanced,Advanced,Advanced
Skoda Kodiaq,31790.0, Off-Road/Pick-up,No,63900.0,Automatic,Diesel,Black,5.0,1968.0,7.0,150.0,4WD,Yes,Green,Full leather,140.0,5.7,5.0,Advanced,Advanced,Advanced
Skoda Kodiaq,27990.0, Off-Road/Pick-up,Yes,84764.0,Automatic,Diesel,Blue,5.0,1968.0,7.0,131.0,4WD,Yes,Green,Full leather,110.0,5.199999999999999,5.0,Advanced,Advanced,Advanced
Skoda Kodiaq,29450.0, Off-Road/Pick-up,Yes,84621.0,Automatic,Diesel,Grey,7.0,1968.0,7.0,129.0,Front,Yes,No sticker,Cloth,110.0,4.9,5.0,Advanced,Advanced,Advanced
Skoda Kodiaq,31900.0, Off-Road/Pick-up,Yes,49986.0,Automatic,Benzine,Grey,5.0,1395.0,7.0,163.0,4WD,Yes,No sticker,Full leather,110.0,7.1,5.0,Advanced,Advanced,Advanced
Skoda Octavia,19950.0, Compact,No,80142.0,Automatic,Benzine,Black,5.0,1798.0,7.0,128.0,Front,No,Green,Part leather,132.0,5.6,5.0,Advanced,Advanced,Advanced
Skoda Octavia,15990.0, Compact,Yes,98000.0,Manual,Diesel,Grey,5.0,1968.0,6.0,124.0,Front,No,Green,Part leather,110.0,4.3,5.0,Enhanced,Advanced,Enhanced
Skoda Octavia,15800.0, Compact,Yes,106336.0,Manual,Diesel,Beige,5.0,1598.0,5.0,111.0,Front,No,No sticker,Cloth,85.0,4.1,5.0,Enhanced,Advanced,Enhanced
Skoda Octavia,17990.0, Compact,Yes,101599.0,Automatic,Benzine,Grey,5.0,999.0,6.0,108.0,Front,No,Green,Cloth,85.0,5.73103448275862,5.0,Enhanced,Advanced,Enhanced
Skoda Octavia,9700.0, Compact,Yes,239721.0,Manual,Diesel,Blue,5.0,1598.0,5.0,111.0,Front,No,Green,Cloth,81.0,5.363296118968507,5.0,Enhanced,Basic,Advanced
Skoda Octavia,13900.0, Compact,Yes,169037.0,Manual,Diesel,Silver,5.0,1598.0,5.0,111.0,Front,No,Green,Cloth,85.0,4.1,5.0,Enhanced,Advanced,Enhanced
Skoda Octavia,10975.0, Compact,Yes,192980.0,Manual,Benzine,Blue,5.0,1395.0,6.0,107.0,Front,No,Green,Part leather,110.0,5.2,5.0,Enhanced,Advanced,Enhanced
Skoda Octavia,11000.0, Compact,Yes,233383.0,Manual,Diesel,White,5.0,1598.0,5.0,111.0,Front,No,Green,Cloth,85.0,4.1,5.0,Enhanced,Advanced,Enhanced
Skoda Octavia,13500.0, Compact,Yes,98000.0,Manual,Diesel,Beige,5.0,1598.0,5.0,111.0,Front,No,Green,Part leather,81.0,5.363296118968507,5.0,Enhanced,Advanced,Advanced
Skoda Octavia,13600.0, Compact,Yes,163280.0,Manual,Diesel,White,5.0,1598.0,5.0,111.0,Front,No,Green,Cloth,85.0,4.1,5.0,Enhanced,Advanced,Enhanced
Skoda Octavia,15800.0, Compact,Yes,106336.0,Manual,Diesel,Beige,5.0,1598.0,5.0,111.0,Front,No,Green,Cloth,85.0,4.1,5.0,Enhanced,Advanced,Enhanced
Skoda Octavia,15800.0, Compact,Yes,106336.0,Manual,Diesel,Beige,5.0,1598.0,5.0,111.0,Front,No,Green,Part leather,85.0,4.1,5.0,Enhanced,Advanced,Enhanced
Skoda Octavia,25890.0, Station wagon,No,80350.0,Manual,Benzine,Grey,5.0,1984.0,6.0,154.0,Front,No,No sticker,Part leather,169.0,6.5,5.0,Advanced,Advanced,Advanced
Skoda Octavia,14960.0, Station wagon,Yes,162500.0,Manual,Diesel,Blue,5.0,1968.0,6.0,124.0,4WD,Yes,No sticker,Full leather,110.0,4.559459459459459,5.0,Advanced,Advanced,Advanced
Skoda Octavia,20990.0, Station wagon,Yes,89500.0,Automatic,Benzine,Red,5.0,1984.0,6.0,160.0,Front,Yes,No sticker,Full leather,169.0,6.05483870967742,5.0,Advanced,Advanced,Advanced
Skoda Octavia,22900.0, Station wagon,Yes,90799.0,Automatic,Diesel,Green,5.0,1968.0,6.0,0.0,Front,Yes,Green,Cloth,135.0,4.9,5.0,Advanced,Advanced,Advanced
Skoda Octavia,18790.0, Station wagon,No,113771.0,Automatic,Diesel,Grey,5.0,1968.0,6.0,120.0,Front,Yes,Green,Part leather,110.0,4.6,5.0,Advanced,Advanced,Advanced
Skoda Octavia,23590.0, Station wagon,No,69200.0,Manual,Diesel,Blue,5.0,1968.0,6.0,124.0,4WD,No,No sticker,Cloth,110.0,4.7,5.0,Advanced,Advanced,Advanced
Skoda Octavia,26930.0, Station wagon,Yes,73575.0,Manual,Benzine,Black,5.0,1984.0,6.0,150.0,Front,Yes,No sticker,Cloth,180.0,6.6,5.0,Advanced,Advanced,Enhanced
Skoda Octavia,16990.0, Station wagon,Yes,109867.0,Manual,Diesel,Grey,5.0,1598.0,6.0,105.0,Front,Yes,Green,Cloth,85.0,4.1,5.0,Advanced,Advanced,Advanced
Skoda Octavia,21490.0, Station wagon,No,83300.0,Manual,Benzine,Red,5.0,1984.0,6.0,147.0,Front,No,No sticker,Cloth,169.0,6.2,5.0,Advanced,Advanced,Advanced
Skoda Octavia,22449.0, Station wagon,No,104750.0,Automatic,Diesel,Red,5.0,1968.0,6.0,129.0,4WD,Yes,Green,Full leather,135.0,4.9,5.0,Advanced,Advanced,Advanced
Skoda Octavia,17777.0, Station wagon,Yes,85100.0,Automatic,Diesel,Black,5.0,1968.0,6.0,124.0,Front,Yes,Green,Cloth,110.0,4.559459459459459,5.0,Advanced,Advanced,Enhanced
Skoda Octavia,24749.0, Station wagon,No,62450.0,Automatic,Diesel,Grey,5.0,1968.0,6.0,126.0,Front,Yes,Green,Full leather,135.0,4.8,5.0,Advanced,Advanced,Advanced
Skoda Octavia,16440.0, Station wagon,No,127265.0,Manual,Benzine,Silver,5.0,1395.0,6.0,124.0,Front,Yes,No sticker,alcantara,110.0,5.3,5.0,Advanced,Advanced,Advanced
Skoda Octavia,24487.0, Station wagon,Yes,83546.0,Automatic,Benzine,White,5.0,1984.0,6.0,160.0,Front,Yes,Green,Full leather,169.0,6.05483870967742,5.0,Advanced,Advanced,Advanced
Skoda Octavia,21900.0, Station wagon,No,31481.0,Manual,Benzine,Grey,5.0,1798.0,6.0,140.0,Front,Yes,Green,Full leather,132.0,6.1,5.0,Advanced,Advanced,Advanced
Skoda Octavia,17980.0, Station wagon,Yes,61891.0,Manual,Benzine,Grey,5.0,1395.0,6.0,124.0,Front,Yes,Green,Full leather,110.0,5.3,5.0,Enhanced,Advanced,Advanced
Skoda Octavia,20490.0, Station wagon,Yes,64680.0,Automatic,Benzine,Brown,5.0,1395.0,6.0,0.0,Front,Yes,Green,Full leather,110.0,5.3,5.0,Advanced,Advanced,Advanced
Skoda Octavia,16990.0, Station wagon,No,70000.0,Manual,Diesel,Grey,5.0,1598.0,5.0,99.0,Front,No,Green,Cloth,81.0,5.554255461377533,5.0,Enhanced,Advanced,Advanced
Skoda Octavia,17193.0, Station wagon,No,39600.0,Manual,Benzine,Black,5.0,1197.0,6.0,114.0,Front,No,Green,Cloth,81.0,4.9,5.0,Enhanced,Enhanced,Advanced
Skoda Octavia,17690.0, Station wagon,Yes,75486.0,Manual,Benzine,Grey,5.0,1395.0,6.0,124.0,Front,No,Green,Cloth,110.0,5.3,5.0,Advanced,Advanced,Advanced
Skoda Octavia,12970.0, Sedan,Yes,97736.0,Manual,Benzine,Grey,5.0,1395.0,6.0,118.0,Front,Yes,No sticker,Cloth,110.0,5.2,5.0,Advanced,Advanced,Advanced
Skoda Octavia,25990.0, Sedan,No,60016.0,Automatic,Benzine,White,5.0,1984.0,7.0,146.0,Front,Yes,Green,Cloth,180.0,6.4,5.0,Advanced,Advanced,Advanced
Skoda Octavia,15990.0, Sedan,Yes,84398.0,Manual,Benzine,Beige,5.0,999.0,6.0,110.0,Front,Yes,Green,Cloth,85.0,4.8,5.0,Advanced,Advanced,Advanced
Skoda Octavia,17990.0, Sedan,Yes,137141.0,Automatic,Diesel,Silver,5.0,1968.0,6.0,124.0,Front,No,No sticker,Part leather,135.0,4.9,5.0,Enhanced,Advanced,Enhanced
Skoda Rapid/Spaceback,8490.0, Compact,Yes,199706.0,Manual,Diesel,White,5.0,1422.0,5.0,95.0,Front,No,Green,Cloth,66.0,3.9,5.0,Enhanced,Advanced,Enhanced
Skoda Rapid/Spaceback,15400.0, Compact,Yes,28300.0,Manual,Benzine,White,5.0,999.0,6.0,108.0,Front,No,Green,Cloth,81.0,4.5,5.0,Enhanced,Advanced,Enhanced
